Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
Intel Pentium Dual-Core T4300,CPU,2009-04-01,45.0,35.0,107.0,410.0,2100.0,Intel,Intel,,,
Intel Core i5-7500,CPU,2017-01-03,14.0,65.0,,,3400.0,Intel,Intel,,,
Intel Celeron G1830,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel,,,
Intel Xeon 7130N,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3166.0,Intel,Intel,,,
Intel Xeon Phi 3120A,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,
Intel Core i3-4350,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,
AMD A10-6700,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,Unknown,AMD,,,
Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,286.0,3167.0,Intel,Intel,,,
Intel Core 2 Duo E7500,CPU,2009-01-10,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,
AMD A10-6700T,CPU,2013-09-16,32.0,45.0,246.0,1178.0,2500.0,Unknown,AMD,,,
AMD Athlon XP 1800+,CPU,2001-10-09,180.0,66.0,150.0,37.0,1533.0,Unknown,AMD,,,
Intel Xeon E5-2440 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,1900.0,Intel,Intel,,,
AMD A9-9410 SoC,CPU,2016-05-31,28.0,25.0,124.0,1200.0,2900.0,Unknown,AMD,,,
Intel Core i3-4130T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,
Intel Core i5-4250U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1300.0,Intel,Intel,,,
AMD Athlon II X2 240,CPU,2009-07-23,45.0,65.0,117.0,410.0,2800.0,Unknown,AMD,,,
AMD Opteron 140,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,,,
Intel Celeron G3950,CPU,2017-01-03,14.0,51.0,,,3000.0,Intel,Intel,,,
AMD A8-6500,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
Intel Pentium M 745,CPU,2004-05-10,90.0,21.0,84.0,140.0,1800.0,Intel,Intel,,,
AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2400.0,Unknown,AMD,,,
AMD Opteron 4376 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,
Intel Xeon E5-2640 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2000.0,Intel,Intel,,,
AMD Ryzen 3 1200,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3100.0,GF,AMD,,,
AMD Phenom II X4 970 BE,CPU,2010-10-01,45.0,125.0,346.0,904.0,3500.0,Unknown,AMD,,,
Intel Celeron N2820,CPU,2013-12-01,22.0,7.0,,,2170.0,Intel,Intel,,,
Intel Pentium G4560T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,,,
Intel Xeon X5660,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2800.0,Intel,Intel,,,
AMD Opteron X2 165,CPU,2005-08-02,90.0,110.0,,233.0,1800.0,Unknown,AMD,,,
Intel Core i3-3217UE,CPU,2012-08-01,22.0,17.0,118.0,,1600.0,Intel,Intel,,,
AMD Sempron 2800+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD,,,
AMD Phenom II X2 B53,CPU,2009-10-01,45.0,80.0,258.0,758.0,2800.0,Unknown,AMD,,,
AMD Athlon II X2 255,CPU,2010-01-25,45.0,65.0,117.0,410.0,3100.0,Unknown,AMD,,,
Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,,,2000.0,Intel,Intel,,,
Intel Pentium 4 HT 551,CPU,2005-06-12,90.0,115.0,109.0,125.0,3400.0,Intel,Intel,,,
Intel Core i7-3517UE,CPU,2012-06-03,22.0,17.0,118.0,,1700.0,Intel,Intel,,,
Intel Xeon E5502,CPU,2009-03-30,45.0,80.0,263.0,731.0,1866.0,Intel,Intel,,,
Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
AMD Athlon 64 3300+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,,,
Intel Mobile Pentium 4 2.66,CPU,2003-06-11,130.0,66.0,131.0,55.0,2667.0,Intel,Intel,,,
Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,,,
AMD Opteron 6276,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2300.0,Unknown,AMD,,,
AMD Opteron 6278,CPU,2012-05-01,32.0,115.0,316.0,2400.0,2400.0,Unknown,AMD,,,
Intel Xeon E5-1620 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel,,,
AMD Phenom X4 9750 (95W),CPU,2008-03-27,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,,,
AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,,,
AMD Phenom X3 8600,CPU,2008-03-27,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
AMD FX-4320,CPU,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,Unknown,AMD,,,
AMD Athlon 64 X2 5400+ BE,CPU,2008-02-01,65.0,65.0,126.0,154.0,2800.0,Unknown,AMD,,,
Intel Core i3-8109U,CPU,2018-04-05,14.0,28.0,123.0,,3000.0,Intel,Intel,,,
Intel Celeron N2807,CPU,2014-02-23,22.0,4.0,,,1580.0,Intel,Intel,,,
Intel Core i5-660,CPU,2010-01-07,32.0,73.0,81.0,382.0,3333.0,Intel,Intel,,,
Intel Xeon Bronze 3106,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,
Intel Celeron D 350,CPU,2005-06-28,90.0,84.0,109.0,125.0,3200.0,Intel,Intel,,,
AMD Opteron X2 175,CPU,2005-08-02,90.0,110.0,,233.0,2200.0,Unknown,AMD,,,
Intel Pentium Gold G6405,CPU,2021-03-16,14.0,65.0,,,4100.0,Intel,Intel,,,
Intel Celeron 2.10,CPU,2002-11-20,130.0,73.0,146.0,55.0,2100.0,Intel,Intel,,,
Intel Core i5-11600KF,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,,,
Intel Xeon Platinum 9222,CPU,2019-04-02,14.0,250.0,,8000.0,2300.0,Intel,Intel,,,
Intel Core i5-2390T,CPU,2011-02-20,32.0,35.0,131.0,504.0,2700.0,Intel,Intel,,,
AMD A6-5400B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,Unknown,AMD,,,
Intel Core i7-4790K,CPU,2014-05-01,22.0,88.0,177.0,1400.0,4000.0,Intel,Intel,,,
Intel Pentium 4 519,CPU,2004-12-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
Intel Pentium III 1000,CPU,2001-07-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel,,,
AMD Ryzen 7 5800HS,CPU,2021-01-12,7.0,35.0,156.0,9800.0,2800.0,TSMC,AMD,,,
AMD Ryzen Threadripper 3970X,CPU,2019-11-25,7.0,280.0,74.0,3800.0,3700.0,TSMC,AMD,,,
Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
AMD Athlon X2 4450e,CPU,2008-04-21,65.0,45.0,126.0,154.0,2300.0,Unknown,AMD,,,
Intel Core 2 Extreme QX9650,CPU,2007-11-30,45.0,130.0,107.0,820.0,3000.0,Intel,Intel,,,
Intel Atom D2700,CPU,2011-11-01,32.0,10.0,66.0,176.0,2133.0,Intel,Intel,,,
Intel Xeon Platinum 8353H,CPU,2021-04-06,14.0,150.0,,,2500.0,Intel,Intel,,,
AMD Ryzen 5 1600,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
AMD Athlon XP 1600+,CPU,2001-10-09,180.0,63.0,150.0,37.0,1400.0,Unknown,AMD,,,
AMD Ryzen Threadripper 3990X,CPU,2020-02-07,7.0,280.0,74.0,3800.0,2900.0,TSMC,AMD,,,
Intel Xeon Phi 5120D,CPU,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,Intel,Intel,,,
Intel Atom S1240,CPU,2012-12-11,32.0,6.0,,,1600.0,Intel,Intel,,,
AMD Athlon 64 3200+,CPU,2005-04-14,130.0,62.0,,105.0,2000.0,Unknown,AMD,,,
Intel Pentium D 950,CPU,2006-01-16,65.0,130.0,140.0,376.0,3400.0,Intel,Intel,,,
AMD Athlon II X4 651,CPU,2011-11-14,32.0,100.0,228.0,1178.0,3000.0,Unknown,AMD,,,
Intel Pentium 4 1.6,CPU,2001-07-02,180.0,61.0,217.0,42.0,1600.0,Intel,Intel,,,
Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,,3300.0,Intel,Intel,,,
Intel Xeon E7-4830 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2100.0,Intel,Intel,,,
AMD EPYC 7642,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2400.0,TSMC,AMD,,,
AMD Phenom II X4 940 BE,CPU,2009-01-08,45.0,125.0,258.0,758.0,3000.0,Unknown,AMD,,,
Intel Xeon E5-2407 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2400.0,Intel,Intel,,,
Intel Core i5-10600KF,CPU,2020-04-30,14.0,95.0,,,4100.0,Intel,Intel,,,
AMD Athlon 64 4000+,CPU,2004-10-19,90.0,89.0,115.0,105.0,2400.0,Unknown,AMD,,,
Intel Core i5-2467M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1600.0,Intel,Intel,,,
Intel Core 2 Extreme QX6800,CPU,2007-04-09,65.0,130.0,143.0,582.0,2933.0,Intel,Intel,,,
Intel Core i9-9900,CPU,2019-04-23,14.0,65.0,180.0,,3100.0,Intel,Intel,,,
AMD Ryzen 7 3700X,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,,,
Intel Core i7-5960X,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3000.0,Intel,Intel,,,
Intel Celeron G540,CPU,2011-09-04,32.0,65.0,131.0,504.0,2500.0,Intel,Intel,,,
Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3300.0,Intel,Intel,,,
Intel Atom E625CT,CPU,2010-11-22,45.0,3.0,26.0,47.0,600.0,Intel,Intel,,,
Intel Pentium 4 HT 3.06,CPU,2003-06-01,130.0,110.0,146.0,55.0,3060.0,Intel,Intel,,,
Intel Core i5-7400,CPU,2017-01-03,14.0,65.0,,,3000.0,Intel,Intel,,,
Intel Pentium III 1200,CPU,2001-07-01,130.0,30.0,80.0,44.0,1200.0,Intel,Intel,,,
AMD Sempron 3100+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,,,
Intel Xeon X5670,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2933.0,Intel,Intel,,,
AMD Ryzen Threadripper 1920,CPU,2017-07-29,14.0,140.0,213.0,9600.0,3200.0,GF,AMD,,,
Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,
Intel Core i7-920,CPU,2008-11-17,45.0,130.0,263.0,731.0,2666.0,Intel,Intel,,,
Intel Celeron E3200,CPU,2009-08-30,45.0,65.0,82.0,228.0,2400.0,Intel,Intel,,,
Intel Core i5-9500F,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,,,
Intel Xeon MP 7041 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel,,,
Intel Xeon E3-1225,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3100.0,Intel,Intel,,,
Intel Core Solo T1300,CPU,2006-01-05,65.0,27.0,90.0,151.0,1660.0,Intel,Intel,,,
Intel Core i5-3470T,CPU,2012-06-01,22.0,35.0,6.0,,2900.0,Intel,Intel,,,
Intel Pentium 4 HT 530,CPU,2004-06-21,90.0,84.0,109.0,125.0,3000.0,Intel,Intel,,,
Intel Pentium 4 HT 650,CPU,2005-02-20,90.0,84.0,109.0,169.0,3400.0,Intel,Intel,,,
Intel Xeon W3565,CPU,2009-11-01,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
Intel Pentium E6300,CPU,2009-05-09,45.0,65.0,82.0,228.0,2800.0,Intel,Intel,,,
Intel Core i3-10105T,CPU,2021-03-16,14.0,35.0,,,3000.0,Intel,Intel,,,
AMD Athlon XP 1900+,CPU,2001-01-01,130.0,53.0,80.0,37.0,1600.0,Unknown,AMD,,,
AMD A4-1200,CPU,2013-05-23,32.0,4.0,246.0,1178.0,1000.0,Unknown,AMD,,,
Intel Xeon 2.4,CPU,2002-04-23,130.0,89.0,217.0,55.0,2394.0,Intel,Intel,,,
AMD Opteron 242,CPU,2003-08-05,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
Intel Celeron D 335,CPU,2004-06-24,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
Intel Xeon E3-1280 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3600.0,Intel,Intel,,,
Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,,,
Intel Xeon E5-2687W v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3400.0,Intel,Intel,,,
Intel Core i7-10870H,CPU,2020-09-17,14.0,45.0,,,2200.0,Intel,Intel,,,
AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,
Intel Atom Z610,CPU,2010-05-04,45.0,1.0,65.0,140.0,800.0,Intel,Intel,,,
Intel Celeron 847,CPU,2011-06-19,32.0,17.0,131.0,504.0,1100.0,Intel,Intel,,,
Intel Xeon X5680,CPU,2010-02-14,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,
Intel Celeron D 352,CPU,2006-05-28,65.0,84.0,109.0,125.0,3200.0,Intel,Intel,,,
Intel Core M-5Y51,CPU,2014-10-27,14.0,5.0,50.0,,1100.0,Intel,Intel,,,
Intel Celeron 450,CPU,2008-08-31,65.0,35.0,77.0,105.0,2200.0,Intel,Intel,,,
AMD EPYC 7443,CPU,2021-03-15,7.0,200.0,,,2850.0,TSMC,AMD,,,
AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2167.0,Unknown,AMD,,,
Intel Core i5-8400T,CPU,2018-04-02,14.0,35.0,,,1700.0,Intel,Intel,,,
Intel Celeron N2830,CPU,2014-02-23,22.0,7.0,,,2160.0,Intel,Intel,,,
AMD Opteron 3320 EE,CPU,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,Unknown,AMD,,,
AMD C-30,CPU,2011-01-04,40.0,9.0,75.0,,1200.0,Unknown,AMD,,,
AMD Ryzen 7 4800HS,CPU,2020-01-06,7.0,35.0,156.0,9800.0,2900.0,TSMC,AMD,,,
AMD Turion 64 ML-44,CPU,2006-01-04,90.0,35.0,125.0,114.0,2400.0,Unknown,AMD,,,
Intel Celeron B710,CPU,2011-06-19,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,,,
Intel Core i5-10400F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,
AMD Opteron X2 880,CPU,2005-09-26,90.0,95.0,,233.0,2400.0,Unknown,AMD,,,
Intel Core i7-4950HQ,CPU,2013-06-07,22.0,47.0,264.0,1400.0,2400.0,Intel,Intel,,,
Intel Core i3-1120G4,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,,,
Intel Pentium SU2700,CPU,2009-06-02,45.0,10.0,107.0,410.0,1300.0,Intel,Intel,,,
Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel,,,
Intel Atom E640T,CPU,2010-09-14,45.0,3.0,26.0,47.0,1000.0,Intel,Intel,,,
Intel Xeon 5160,CPU,2006-06-26,65.0,80.0,,,3000.0,Intel,Intel,,,
AMD Opteron 848 HE,CPU,2005-03-01,90.0,55.0,,106.0,2200.0,Unknown,AMD,,,
Intel Core i3-2312M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2100.0,Intel,Intel,,,
AMD Opteron 152,CPU,2005-08-02,90.0,104.0,,106.0,2600.0,Unknown,AMD,,,
AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,,,
AMD Opteron X2170,CPU,2016-09-01,28.0,25.0,,,2400.0,Unknown,AMD,,,
AMD Opteron X2 860 HE,CPU,2005-08-01,90.0,55.0,,233.0,1600.0,Unknown,AMD,,,
AMD Phenom II X2 560 BE,CPU,2010-09-21,45.0,80.0,258.0,758.0,3300.0,Unknown,AMD,,,
Intel Pentium P6000,CPU,2010-06-20,32.0,35.0,81.0,384.0,1877.0,Intel,Intel,,,
Intel Atom 330,CPU,2008-06-03,45.0,8.0,96.0,47.0,1600.0,Intel,Intel,,,
Intel Pentium 4 505,CPU,2004-12-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,,,
Intel Celeron N2940,CPU,2014-05-22,22.0,7.0,,,1830.0,Intel,Intel,,,
Intel Pentium 2020M,CPU,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,Intel,Intel,,,
AMD FX-6300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD,,,
AMD Athlon II X2 280,CPU,2013-02-06,45.0,65.0,117.0,410.0,3600.0,Unknown,AMD,,,
AMD Opteron 6366 HE,CPU,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,Unknown,AMD,,,
Intel Pentium III 1133,CPU,2001-07-01,130.0,29.0,80.0,44.0,1133.0,Intel,Intel,,,
Intel Pentium D 920,CPU,2006-01-16,65.0,130.0,140.0,376.0,2800.0,Intel,Intel,,,
Intel Pentium 4 HT EE 3.73,CPU,2005-02-21,90.0,115.0,109.0,169.0,3733.0,Intel,Intel,,,
Intel Atom Z615,CPU,2010-05-04,45.0,2.0,65.0,140.0,1600.0,Intel,Intel,,,
AMD Opteron A1120,CPU,2016-01-14,28.0,25.0,,,1700.0,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2000.0,Unknown,AMD,,,
Intel Xeon Platinum 8268,CPU,2018-12-11,14.0,205.0,,8000.0,2900.0,Intel,Intel,,,
Intel Core i5-5350U,CPU,2015-03-01,14.0,15.0,,,1800.0,Intel,Intel,,,
Intel Xeon Gold 5318H,CPU,2021-04-06,14.0,150.0,,,2500.0,Intel,Intel,,,
Intel Xeon E5530,CPU,2009-03-30,45.0,80.0,263.0,731.0,2400.0,Intel,Intel,,,
Intel Core 2 Extreme QX9770,CPU,2008-03-24,45.0,136.0,107.0,820.0,3200.0,Intel,Intel,,,
AMD Opteron 840 EE,CPU,2004-05-18,130.0,30.0,193.0,106.0,1400.0,Unknown,AMD,,,
Intel Atom E660T,CPU,2010-09-14,45.0,3.0,26.0,47.0,1300.0,Intel,Intel,,,
AMD A8-3520M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,1600.0,Unknown,AMD,,,
Intel Core i5-8259U,CPU,2018-04-05,14.0,28.0,123.0,,2300.0,Intel,Intel,,,
AMD Athlon X2 QL-64,CPU,2008-12-01,65.0,35.0,,,2100.0,Unknown,AMD,,,
Intel Core i7-620M,CPU,2010-01-07,32.0,35.0,81.0,384.0,2677.0,Intel,Intel,,,
AMD Athlon 64 X2 5600+,CPU,2008-02-01,65.0,65.0,126.0,154.0,2900.0,Unknown,AMD,,,
Intel Core i9-11900,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,
AMD Sempron 2800+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,,,
Intel Core i5-3365M,CPU,2012-11-01,22.0,35.0,160.0,,2800.0,Intel,Intel,,,
AMD Phenom II X3 720 BE,CPU,2009-02-09,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
AMD EPYC 7252,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2800.0,TSMC,AMD,,,
AMD Athlon X2 BE-2300,CPU,2007-10-08,65.0,45.0,126.0,154.0,1900.0,Unknown,AMD,,,
Intel Core i7-4771,CPU,2013-09-01,22.0,84.0,177.0,1400.0,3500.0,Intel,Intel,,,
Intel Pentium D 955 EE,CPU,2006-01-16,65.0,130.0,140.0,376.0,3460.0,Intel,Intel,,,
Intel Core i7-4712HQ,CPU,2014-04-01,22.0,37.0,264.0,1400.0,2300.0,Intel,Intel,,,
AMD Sempron 3000+,CPU,2005-02-15,130.0,62.0,144.0,69.0,1800.0,Unknown,AMD,,,
Intel Xeon 3.0,CPU,2005-02-14,90.0,135.0,169.0,178.0,3000.0,Intel,Intel,,,
Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,
Intel Xeon Gold 5320H,CPU,2021-04-06,14.0,150.0,,,2400.0,Intel,Intel,,,
AMD Athlon 64 X2 5400+,CPU,2008-01-01,65.0,65.0,126.0,154.0,2800.0,Unknown,AMD,,,
AMD A6-4400M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2700.0,Unknown,AMD,,,
AMD Ryzen 5 4600G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,,,
Intel Xeon Gold 6354,CPU,2021-04-06,10.0,205.0,,,3000.0,Intel,Intel,,,
AMD Ryzen 7 PRO 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,,
Intel Xeon Platinum 8380HL,CPU,2021-04-06,14.0,250.0,,,2900.0,Intel,Intel,,,
AMD Athlon 64 X2 5000+ BE,CPU,2007-09-25,65.0,65.0,126.0,154.0,2600.0,Unknown,AMD,,,
AMD E1-2500,CPU,2013-05-23,32.0,15.0,246.0,1178.0,1400.0,Unknown,AMD,,,
AMD Opteron X2 890,CPU,2006-03-06,90.0,95.0,,233.0,2800.0,Unknown,AMD,,,
Intel Core i3-2330M,CPU,2011-06-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,
Intel Core 2 Duo E6850,CPU,2007-07-01,65.0,75.0,143.0,291.0,3000.0,Intel,Intel,,,
AMD A8-3870K,CPU,2011-12-20,32.0,100.0,228.0,1178.0,3000.0,Unknown,AMD,,,
AMD Sempron 2800+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,,,
Intel Core i7-8670,CPU,2018-01-01,14.0,65.0,,,3100.0,Intel,Intel,,,
AMD Ryzen 5 1600X,CPU,2017-04-11,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,,,
Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
Intel Pentium Gold G5600,CPU,2018-04-02,14.0,51.0,,,3900.0,Intel,Intel,,,
Intel Aubrey Isle,CPU,2010-05-31,45.0,300.0,684.0,2300.0,1200.0,Intel,Intel,,,
AMD Athlon 64 2000+,CPU,2008-06-01,65.0,8.0,77.0,122.0,1000.0,Unknown,AMD,,,
Intel Core i5-580M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel,,,
AMD Athlon 64 3200+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,,,
Intel Core i3-6320,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3900.0,Intel,Intel,,,
Intel Core 2 Duo T7700,CPU,2007-05-27,65.0,35.0,143.0,293.0,2400.0,Intel,Intel,,,
AMD A8-3820,CPU,2011-12-20,32.0,65.0,228.0,1178.0,2500.0,Unknown,AMD,,,
Intel Core 2 Duo T7200,CPU,2006-07-27,65.0,35.0,143.0,293.0,2000.0,Intel,Intel,,,
Intel Core i3-1110G4,CPU,2020-09-02,10.0,15.0,,,1800.0,Intel,Intel,,,
Intel Mobile Pentium 4 3.06,CPU,2003-06-11,130.0,70.0,131.0,55.0,3067.0,Intel,Intel,,,
AMD Ryzen 7 4800H,CPU,2020-01-06,7.0,54.0,156.0,9800.0,2900.0,TSMC,AMD,,,
AMD Ryzen 5 2500X,CPU,2018-10-01,12.0,65.0,192.0,4800.0,3600.0,GF,AMD,,,
Intel Pentium 4 2.2,CPU,2002-01-07,130.0,92.0,146.0,55.0,2200.0,Intel,Intel,,,
Intel Celeron E1500,CPU,2008-11-30,65.0,65.0,77.0,105.0,2200.0,Intel,Intel,,,
Intel Pentium G620,CPU,2011-05-22,32.0,65.0,131.0,504.0,2600.0,Intel,Intel,,,
AMD Phenom X4 9850B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel,,,
Intel Core i7-9800X,CPU,2018-10-19,14.0,165.0,,,3800.0,Intel,Intel,,,
AMD Athlon 64 X2 4400+,CPU,2006-12-05,65.0,65.0,126.0,154.0,2300.0,Unknown,AMD,,,
Intel Celeron E1600,CPU,2009-05-31,65.0,65.0,77.0,105.0,2400.0,Intel,Intel,,,
AMD Phenom X3 8650,CPU,2008-04-23,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
AMD Opteron 246,CPU,2003-08-05,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,,,
AMD Athlon Silver 3050GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,,
Intel Pentium Gold G5400,CPU,2018-04-02,14.0,51.0,,,3700.0,Intel,Intel,,,
Intel Core i5-10400H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel,,,
AMD Athlon II X4 645,CPU,2010-09-21,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,,,
Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,,,3334.0,Intel,Intel,,,
AMD A10-5750M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,Unknown,AMD,,,
Intel Core 2 Quad Q9100,CPU,2008-08-01,45.0,45.0,107.0,,2267.0,Intel,Intel,,,
Intel Xeon X5672,CPU,2011-02-14,32.0,95.0,239.0,1170.0,3200.0,Intel,Intel,,,
Intel Atom Z510P,CPU,2009-03-02,45.0,2.0,26.0,47.0,1100.0,Intel,Intel,,,
AMD EPYC 7713P,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,,,
AMD EPYC 7351P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2400.0,GF,AMD,,,
Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,,,
AMD Sempron 3300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2200.0,Unknown,AMD,,,
AMD Athlon XP 1500+,CPU,2001-10-09,180.0,60.0,150.0,63.0,1333.0,Unknown,AMD,,,
Intel Core i5-3610ME,CPU,2012-06-01,22.0,35.0,118.0,,2700.0,Intel,Intel,,,
Intel Celeron G1820T,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2400.0,Intel,Intel,,,
Intel Xeon Phi 3120P,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,
AMD Sempron X2 2300,CPU,2008-03-01,65.0,65.0,118.0,221.0,2200.0,Unknown,AMD,,,
